# LCEN r13: name, outcome, wire hex, runtime UTF-8 hex, revision, content identity hex, context UTF-8 hex, payload bytes, payload SHA-256, binding SHA-256
# Non-semantic transport fixtures. Valid decode confers no producer attestation or authority.
canonical-binary-body	ok	4c43454e00010100000100136c6162636f6c6f72732d7265666572656e63650028303132333435363738396162636465663031323334353637383961626364656630313233343536373535353535353535353535353535353535353535353535353535353535353535000e776972652d7265666572656e63650100010000000600ff4c43454e96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7d9282839cf740272638f4759df3828ce9c3b047358dc55655c74a39ff94bb117e	6c6162636f6c6f72732d7265666572656e6365	0123456789abcdef0123456789abcdef01234567	3535353535353535353535353535353535353535353535353535353535353535	776972652d7265666572656e6365	6	96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7d	9282839cf740272638f4759df3828ce9c3b047358dc55655c74a39ff94bb117e
one-byte-body	ok	4c43454e00010100000100136c6162636f6c6f72732d7265666572656e63650028303132333435363738396162636465663031323334353637383961626364656630313233343536373535353535353535353535353535353535353535353535353535353535353535000e776972652d7265666572656e636501000100000001002649a830d629642b71ed6f5f758ae8831a56bbd1ec1d774d5b12a7abfd7424089b6bc19133558616f0e3bf3d23bbe14eb51cfe89e6a84f879c20f1868a29072f	6c6162636f6c6f72732d7265666572656e6365	0123456789abcdef0123456789abcdef01234567	3535353535353535353535353535353535353535353535353535353535353535	776972652d7265666572656e6365	1	2649a830d629642b71ed6f5f758ae8831a56bbd1ec1d774d5b12a7abfd742408	9b6bc19133558616f0e3bf3d23bbe14eb51cfe89e6a84f879c20f1868a29072f
all-byte-values	ok	4c43454e00010100000100136c6162636f6c6f72732d7265666572656e63650028303132333435363738396162636465663031323334353637383961626364656630313233343536373535353535353535353535353535353535353535353535353535353535353535000e776972652d7265666572656e636501000100000100000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f303132333435363738393a3b3c3d3e3f404142434445464748494a4b4c4d4e4f505152535455565758595a5b5c5d5e5f606162636465666768696a6b6c6d6e6f707172737475767778797a7b7c7d7e7f808182838485868788898a8b8c8d8e8f909192939495969798999a9b9c9d9e9fa0a1a2a3a4a5a6a7a8a9aaabacadaeafb0b1b2b3b4b5b6b7b8b9babbbcbdbebfc0c1c2c3c4c5c6c7c8c9cacbcccdcecfd0d1d2d3d4d5d6d7d8d9dadbdcdddedfe0e1e2e3e4e5e6e7e8e9eaebecedeeeff0f1f2f3f4f5f6f7f8f9fafbfcfdfeff539d6c0644bc1e541314c47ba9688c9ff8832408d59937fae80c0e44a8fda3c8c00394b705b13d783b092052b4a54f37b52ec93cf23b7ec3683fd507d6684ba7	6c6162636f6c6f72732d7265666572656e6365	0123456789abcdef0123456789abcdef01234567	3535353535353535353535353535353535353535353535353535353535353535	776972652d7265666572656e6365	256	539d6c0644bc1e541314c47ba9688c9ff8832408d59937fae80c0e44a8fda3c8	c00394b705b13d783b092052b4a54f37b52ec93cf23b7ec3683fd507d6684ba7
utf8-literal-context	ok	4c43454e000101000001000dd18fd0b4d180d0be2df09fa7aa00283031323334353637383961626364656630313233343536373839616263646566303132333435363735353535353535353535353535353535353535353535353535353535353535350013d0bad0bed0bdd182d0b5d0bad181d1822dc3a90100010000000600ff4c43454e96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7d723124e25506648c39309aa9db9979d1b712a44335f72564a2e82760196a6b88	d18fd0b4d180d0be2df09fa7aa	0123456789abcdef0123456789abcdef01234567	3535353535353535353535353535353535353535353535353535353535353535	d0bad0bed0bdd182d0b5d0bad181d1822dc3a9	6	96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7d	723124e25506648c39309aa9db9979d1b712a44335f72564a2e82760196a6b88
utf8-decomposed-context	ok	4c43454e00010100000100136c6162636f6c6f72732d7265666572656e63650028303132333435363738396162636465663031323334353637383961626364656630313233343536373535353535353535353535353535353535353535353535353535353535353535000365cc810100010000000600ff4c43454e96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7d18361b23276a5d6b9a447f7e8a58269241b41e5a07a1a090fb566365977e1938	6c6162636f6c6f72732d7265666572656e6365	0123456789abcdef0123456789abcdef01234567	3535353535353535353535353535353535353535353535353535353535353535	65cc81	6	96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7d	18361b23276a5d6b9a447f7e8a58269241b41e5a07a1a090fb566365977e1938
utf8-composed-context	ok	4c43454e00010100000100136c6162636f6c6f72732d7265666572656e636500283031323334353637383961626364656630313233343536373839616263646566303132333435363735353535353535353535353535353535353535353535353535353535353535350002c3a90100010000000600ff4c43454e96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7db1d5ea20436945807ea71934d3ce3f1851b4e969bf26ccea8f482bbddf93400d	6c6162636f6c6f72732d7265666572656e6365	0123456789abcdef0123456789abcdef01234567	3535353535353535353535353535353535353535353535353535353535353535	c3a9	6	96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7d	b1d5ea20436945807ea71934d3ce3f1851b4e969bf26ccea8f482bbddf93400d
utf8-bom-is-literal	ok	4c43454e00010100000100136c6162636f6c6f72732d7265666572656e63650028303132333435363738396162636465663031323334353637383961626364656630313233343536373535353535353535353535353535353535353535353535353535353535353535000aefbbbf636f6e746578740100010000000600ff4c43454e96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7d6826404602b9fc3ad019c82b23daf3a2a92e4fe2c9c0d6fc76d1faad4e512602	6c6162636f6c6f72732d7265666572656e6365	0123456789abcdef0123456789abcdef01234567	3535353535353535353535353535353535353535353535353535353535353535	efbbbf636f6e74657874	6	96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7d	6826404602b9fc3ad019c82b23daf3a2a92e4fe2c9c0d6fc76d1faad4e512602
identifier-byte-limits	ok	4c43454e0001010000010080727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727200283031323334353637383961626364656630313233343536373839616263646566303132333435363735353535353535353535353535353535353535353535353535353535353535350100636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363630100010000000600ff4c43454e96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7da4fdec9870eb87a363546f63b7d52533e065846d500688d9f042894045f2939f	7272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272	0123456789abcdef0123456789abcdef01234567	3535353535353535353535353535353535353535353535353535353535353535	63636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363	6	96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7d	a4fdec9870eb87a363546f63b7d52533e065846d500688d9f042894045f2939f
different-exact-tuple	ok	4c43454e000101000001000d6f746865722d72756e74696d650028303132333435363738396162636465663031323334353637383961626364656630313233343536377171717171717171717171717171717171717171717171717171717171717171000d6f746865722d636f6e746578740100010000000600ff4c43454e96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7d1e90df1f845a13e2a79330bf47d45cdbaf1e208a90b4f8bce7c387d383161352	6f746865722d72756e74696d65	0123456789abcdef0123456789abcdef01234567	7171717171717171717171717171717171717171717171717171717171717171	6f746865722d636f6e74657874	6	96e80d360e2073ce4104ce1d9847bc04e773d80e391a966574e5de74f4007c7d	1e90df1f845a13e2a79330bf47d45cdbaf1e208a90b4f8bce7c387d383161352
truncated-at-0	truncated_input		-	-	-	-	-	-	-
